id,f_SAEM,h_SAEM,L_gap_SAEM,f_mean,h_mean,L_gap_mean,f_mode,h_mode,L_gap_mode,f_sd,h_sd,L_gap_sd,mab_virus,run_id
8|1197|8|1197|cc|1|1|103|1|103|69.0,17.2211,0.424373,19.355,119.421,0.424373,19.355,1,0.424373,19.355,1490.71,1.666e-08,1.2157e-06,69.0|103,1197
8|1197|8|1197|cc|2|1|103|1|103|69.0,11.2027,0.424373,19.355,18.6265,0.424373,19.355,0.999999,0.424373,19.355,112.05,2.1722e-08,1.2157e-06,69.0|103,1197
8|1197|8|1197|cc|3|1|103|1|103|69.0,17.3711,0.424373,19.355,10.7461,0.424373,19.355,1,0.424373,19.355,39.4263,1.74732e-08,7.53946e-07,69.0|103,1197
8|1197|8|1197|cc|4|1|103|1|103|69.0,102.751,0.424373,19.355,19.0153,0.424373,19.355,1,0.424373,19.355,75.7155,1.58051e-08,9.53674e-07,69.0|103,1197
8|1197|8|1197|cc|5|1|103|1|103|69.0,15.6451,0.424373,19.355,26.7394,0.424373,19.355,1,0.424373,19.355,182.922,1.05367e-08,9.23391e-07,69.0|103,1197
8|1197|8|1197|cc|6|1|103|1|103|69.0,10.608,0.424373,19.355,12.1119,0.424373,19.355,1,0.424373,19.355,39.3747,7.45058e-09,8.25906e-07,69.0|103,1197
8|1197|8|1197|cc|7|1|103|1|103|69.0,13.9883,0.424373,19.355,15.9695,0.424373,19.355,1,0.424373,19.355,55.8642,1.82501e-08,9.83025e-07,69.0|103,1197
8|1197|8|1197|cc|8|1|103|1|103|69.0,16.5855,0.424373,19.355,21.1009,0.424373,19.355,1,0.424373,19.355,173.595,1.39388e-08,1.43051e-06,69.0|103,1197
8|1197|8|1197|vc|1|2|103|2|103|69.0,65.7899,0.424373,19.355,21.173,0.424373,19.355,1,0.424373,19.355,91.9357,1.17804e-08,1.16801e-06,69.0|103,1197
8|1197|8|1197|vc|2|2|103|2|103|69.0,38.2428,0.424373,19.355,15.9783,0.424373,19.355,1,0.424373,19.355,67.1011,1.29048e-08,9.23391e-07,69.0|103,1197
8|1197|8|1197|vc|3|2|103|2|103|69.0,14.4204,0.424373,19.355,10.4044,0.424373,19.355,0.999999,0.424373,19.355,46.9889,1.29048e-08,1.16801e-06,69.0|103,1197
8|1197|8|1197|vc|4|2|103|2|103|69.0,21.1918,0.424373,19.355,16.3091,0.424373,19.355,1,0.424373,19.355,86.2866,1.39388e-08,9.53674e-07,69.0|103,1197
8|1197|8|1197|vc|5|2|103|2|103|69.0,17.0477,0.424373,19.355,23.0575,0.424373,19.355,1,0.424373,19.355,94.5112,1.58051e-08,5.3312e-07,69.0|103,1197
8|1197|8|1197|vc|6|2|103|2|103|69.0,17.022,0.424373,19.355,9.15614,0.424373,19.355,1,0.424373,19.355,27.267,1.74732e-08,1.14342e-06,69.0|103,1197
8|1197|8|1197|vc|7|2|103|2|103|69.0,6.65109,0.424373,19.355,9.69913,0.424373,19.355,1,0.424373,19.355,44.3223,1.74732e-08,8.25906e-07,69.0|103,1197
8|1197|8|1197|vc|8|2|103|2|103|69.0,7.5416,0.424373,19.355,57.4716,0.424373,19.355,1,0.424373,19.355,563.93,2.29642e-08,1.09257e-06,69.0|103,1197
