id,eta_U_offset_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_offset_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|1241|cc|2|1|69,0,1.5344e-07,0,-2.5221e-07,-0.132162,0,0,0,4.54747e-13,0,3.76366e-13,-5.60103e-08,0,0,False,69.0|69,1241
8|1241|cc|3|1|69,0,8.90978e-08,0,-2.68111e-08,-0.0606716,0,0,0,-2.27374e-13,0,4.37428e-14,-2.31786e-07,0,0,False,69.0|69,1241
8|1241|cc|4|1|69,0,-2.43784e-08,0,4.09318e-07,-0.153329,0,0,0,0.0,0,-7.96918e-13,-1.29703e-07,0,0,False,69.0|69,1241
8|1241|cc|5|1|69,0,-9.1138e-08,0,2.73547e-07,-0.0549168,0,0,0,5.68434e-13,0,-3.89244e-13,3.87756e-07,0,0,False,69.0|69,1241
8|1241|cc|6|1|69,0,-1.86657e-07,0,1.17917e-08,-0.0530344,0,0,0,6.82121e-13,0,-3.75477e-13,1.98843e-07,0,0,False,69.0|69,1241
8|1241|cc|7|1|69,0,3.14135e-07,0,-1.02465e-07,0.0430142,0,0,0,2.27374e-13,0,1.42319e-12,1.74169e-07,0,0,False,69.0|69,1241
8|1241|cc|8|1|69,0,4.41144e-08,0,-4.19557e-07,-0.0350099,0,0,0,6.82121e-13,0,1.17883e-12,4.00165e-07,0,0,False,69.0|69,1241
8|1241|vc|1|2|69,0,1.87408e-07,0,5.04023e-08,-0.0180237,0,0,0,-5.68434e-13,0,1.01008e-12,1.59997e-07,0,0,False,69.0|69,1241
8|1241|vc|2|2|69,0,-1.85426e-07,0,-4.72895e-08,0.0640991,0,0,0,0.0,0,-2.40252e-13,-1.73909e-07,0,0,False,69.0|69,1241
8|1241|vc|3|2|69,0,-1.15824e-07,0,-5.28463e-08,-0.152098,0,0,0,4.54747e-13,0,8.47988e-13,-3.29437e-07,0,0,False,69.0|69,1241
8|1241|vc|4|2|69,0,2.2323e-08,0,1.55801e-07,-0.0965081,0,0,0,-2.27374e-13,0,6.74794e-13,1.98158e-07,0,0,False,69.0|69,1241
8|1241|vc|5|2|69,0,-2.61403e-07,0,2.08073e-07,-0.0696778,0,0,0,2.27374e-13,0,5.22915e-13,2.78366e-07,0,0,False,69.0|69,1241
8|1241|vc|6|2|69,0,8.19821e-08,0,5.85457e-08,-0.0283148,0,0,0,-3.41061e-13,0,-4.22107e-13,-3.50267e-07,0,0,False,69.0|69,1241
8|1241|vc|7|2|69,0,-2.07332e-08,0,-6.29388e-08,0.0397755,0,0,0,2.27374e-13,0,4.48974e-13,2.38078e-07,0,0,False,69.0|69,1241
8|1241|vc|8|2|69,0,2.92621e-07,0,-1.00532e-09,0.0851073,0,0,0,9.09495e-13,0,-8.77076e-14,2.01126e-07,0,0,False,69.0|69,1241
8|474|sample|5|276,0,3.51532e-07,0,7.39501e-08,-1.10359,0,0,0,-2.67164e-11,0,-1.44299e-11,-1.10567,0,0,True,55.0|276,474
8|474|sample|6|276,0,4.06492e-07,0,-3.25527e-08,-1.11697,0,0,0,2.38742e-11,0,-3.50836e-11,-1.11068,0,0,True,55.0|276,474
8|474|sample|3|276,0,-3.82842e-07,0,-9.95363e-08,-1.12182,0,0,0,-8.6402e-12,0,-2.3599e-11,-1.11858,0,0,True,55.0|276,474
8|474|sample|4|276,0,-4.25486e-07,0,-1.51053e-08,-1.12123,0,0,0,1.98952e-11,0,-4.33152e-11,-1.09051,0,0,True,55.0|276,474
8|474|sample|9|276,0,-7.88221e-08,0,1.87227e-07,0.763441,0,0,0,5.68434e-12,0,1.38332e-11,0.824511,0,0,True,32.0|276,474
8|474|sample|10|276,0,-1.38403e-07,0,7.60737e-09,0.76871,0,0,0,-3.18323e-12,0,1.3281e-11,0.806411,0,0,True,32.0|276,474
8|474|sample|8|276,0,-1.1293e-07,0,4.66767e-07,0.655198,0,0,0,1.53477e-11,0,1.12035e-11,0.664145,0,0,True,32.0|276,474
8|474|sample|7|276,0,-1.85618e-08,0,-2.29904e-07,0.687832,0,0,0,-2.27374e-11,0,2.90741e-11,0.709442,0,0,True,32.0|276,474
8|474|sample|12|276,0,1.87415e-07,0,1.51902e-07,0.674105,0,0,0,-1.03455e-11,0,-8.25651e-12,0.696166,0,0,True,22.0|276,474
8|474|sample|11|276,0,-3.38292e-07,0,7.52884e-08,0.616152,0,0,0,3.41061e-13,0,-2.61702e-12,0.631726,0,0,True,22.0|276,474
8|474|cc|1|1|276,0,3.34176e-07,0,-3.48655e-07,-0.0222621,0,0,0,4.54747e-13,0,2.07168e-13,1.3841e-07,0,0,False,69.0|276,474
8|474|cc|2|1|276,0,-1.48493e-08,0,8.60983e-08,0.149932,0,0,0,-2.27374e-13,0,-2.37366e-13,-2.04518e-07,0,0,False,69.0|276,474
8|474|cc|3|1|276,0,5.16484e-08,0,4.42803e-07,0.123095,0,0,0,-1.02318e-12,0,-1.19083e-12,4.60133e-07,0,0,False,69.0|276,474
8|474|cc|4|1|276,0,6.78168e-08,0,4.17975e-08,0.201861,0,0,0,6.82121e-13,0,8.26006e-14,-4.67313e-07,0,0,False,69.0|276,474
8|474|cc|5|1|276,0,-1.38766e-07,0,-2.27311e-07,0.287465,0,0,0,-4.54747e-13,0,-1.64313e-13,1.39098e-07,0,0,False,69.0|276,474
8|474|cc|6|1|276,0,-1.19504e-07,0,-4.74626e-08,-0.0930629,0,0,0,-9.09495e-13,0,4.42979e-13,-3.23793e-07,0,0,False,69.0|276,474
8|474|cc|7|1|276,0,-7.67163e-08,0,-5.12075e-08,-0.158504,0,0,0,-2.27374e-13,0,-4.7673e-13,-9.57257e-07,0,0,False,69.0|276,474
8|474|cc|8|1|276,0,-5.40023e-08,0,1.98064e-07,0.0270159,0,0,0,-3.41061e-13,0,5.57776e-13,1.06667e-07,0,0,False,69.0|276,474
8|474|vc|1|2|276,0,-4.43379e-08,0,-1.09028e-07,0.133567,0,0,0,3.41061e-13,0,1.59428e-13,-4.89039e-07,0,0,False,69.0|276,474
8|474|vc|2|2|276,0,-1.97787e-07,0,1.64614e-07,-0.0347552,0,0,0,-6.82121e-13,0,2.75002e-13,1.95269e-07,0,0,False,69.0|276,474
8|474|vc|3|2|276,0,7.54334e-08,0,4.24186e-07,-0.0290645,0,0,0,0.0,0,5.04263e-13,2.82595e-07,0,0,False,69.0|276,474
8|474|vc|4|2|276,0,-1.57085e-07,0,-3.1879e-08,0.0393518,0,0,0,9.09495e-13,0,2.95541e-13,2.95603e-09,0,0,False,69.0|276,474
8|474|vc|5|2|276,0,-1.10072e-07,0,-1.58979e-07,-0.234252,0,0,0,-1.59162e-12,0,-3.48055e-13,-2.62146e-07,0,0,False,69.0|276,474
8|474|vc|6|2|276,0,-1.36873e-07,0,-2.2678e-07,-0.0332204,0,0,0,4.54747e-13,0,7.13873e-13,3.35755e-07,0,0,False,69.0|276,474
8|474|vc|7|2|276,0,-8.24988e-08,0,1.86983e-07,-0.0681524,0,0,0,-4.54747e-13,0,7.98472e-13,-1.93898e-07,0,0,False,69.0|276,474
8|474|vc|8|2|276,0,2.54076e-07,0,2.9705e-07,-0.0267544,0,0,0,6.82121e-13,0,-3.79696e-13,-1.52837e-07,0,0,False,69.0|276,474
8|1056|sample|8|276,0,2.62791e-07,0,4.75927e-09,0.557757,0,0,0,-1.50067e-11,0,-9.37472e-12,0.57901,0,0,True,65.0|276,1056
8|1056|sample|7|276,0,-1.14342e-07,0,-5.91106e-08,0.598879,0,0,0,2.48974e-11,0,-1.0143e-12,0.592252,0,0,True,65.0|276,1056
8|1056|sample|6|276,0,-1.16763e-07,0,3.83093e-07,0.533445,0,0,0,6.13909e-12,0,7.25375e-12,0.564645,0,0,True,65.0|276,1056
8|1056|sample|5|276,0,-1.77643e-07,0,-1.53878e-07,0.587634,0,0,0,2.18279e-11,0,-5.36815e-12,0.597295,0,0,True,65.0|276,1056
8|1056|sample|12|276,0,1.43184e-07,0,1.71075e-07,1.78711,0,0,0,-1.76215e-11,0,4.31979e-11,1.80368,0,0,True,28.0|276,1056
8|1056|sample|11|276,0,-2.35033e-07,0,-1.7998e-07,1.63083,0,0,0,6.0254e-12,0,5.91549e-12,1.67428,0,0,True,28.0|276,1056
8|1056|sample|10|276,0,-4.82657e-07,0,1.80341e-07,1.29195,0,0,0,-2.38742e-12,0,-9.31566e-12,1.32654,0,0,True,28.0|276,1056
8|1056|sample|9|276,0,3.05898e-08,0,1.60598e-07,1.25841,0,0,0,-1.71667e-11,0,-9.06031e-12,1.27102,0,0,True,28.0|276,1056
8|1056|sample|4|276,0,-1.93557e-07,0,5.66626e-08,0.534787,0,0,0,1.90994e-11,0,8.34821e-12,0.556297,0,0,True,22.0|276,1056
8|1056|sample|3|276,0,1.00398e-07,0,1.81311e-07,0.598836,0,0,0,-2.93312e-11,0,9.66494e-12,0.622165,0,0,True,22.0|276,1056
8|1056|cc|1|1|276,0,-3.80435e-07,0,2.44954e-08,0.0372326,0,0,0,-4.54747e-13,0,-5.48894e-13,8.77394e-08,0,0,False,69.0|276,1056
8|1056|cc|2|1|276,0,-2.81669e-07,0,1.63962e-07,0.0252244,0,0,0,9.09495e-13,0,-7.29417e-13,2.15997e-07,0,0,False,69.0|276,1056
8|1056|cc|3|1|276,0,1.95607e-07,0,-1.85238e-07,0.0826853,0,0,0,2.27374e-13,0,6.59472e-14,-3.349e-07,0,0,False,69.0|276,1056
8|1056|cc|4|1|276,0,-1.31841e-07,0,2.96622e-08,0.0449176,0,0,0,1.13687e-13,0,-2.64011e-13,3.18889e-07,0,0,False,69.0|276,1056
8|1056|cc|5|1|276,0,-3.68037e-07,0,-7.38393e-08,-0.0249223,0,0,0,-6.82121e-13,0,-3.71592e-13,-1.15092e-07,0,0,False,69.0|276,1056
8|1056|cc|6|1|276,0,9.68469e-08,0,-6.87198e-08,-0.211349,0,0,0,-2.27374e-13,0,-1.116e-12,2.10279e-07,0,0,False,69.0|276,1056
8|1056|cc|7|1|276,0,-9.41793e-08,0,1.06881e-07,0.106594,0,0,0,-6.82121e-13,0,-9.57012e-14,-3.49693e-07,0,0,False,69.0|276,1056
8|1056|cc|8|1|276,0,4.18824e-08,0,2.13072e-07,0.277147,0,0,0,2.27374e-13,0,-9.70668e-13,-1.19011e-07,0,0,False,69.0|276,1056
8|1056|vc|1|2|276,0,-6.47718e-08,0,2.60772e-08,-0.116088,0,0,0,-4.54747e-13,0,1.78746e-13,-4.33221e-07,0,0,False,69.0|276,1056
8|1056|vc|2|2|276,0,-5.47285e-08,0,-2.06953e-07,-0.119845,0,0,0,-1.13687e-13,0,-1.10545e-12,7.30664e-07,0,0,False,69.0|276,1056
8|1056|vc|3|2|276,0,-5.00341e-08,0,-4.71157e-07,0.0465944,0,0,0,-1.13687e-13,0,3.84581e-13,2.84178e-07,0,0,False,69.0|276,1056
8|1056|vc|4|2|276,0,-3.58986e-07,0,-2.15181e-07,0.0771237,0,0,0,-6.82121e-13,0,4.09672e-13,5.14463e-07,0,0,False,69.0|276,1056
8|1056|vc|5|2|276,0,-2.57289e-08,0,1.03642e-07,-0.147097,0,0,0,9.09495e-13,0,-6.15064e-14,3.48946e-07,0,0,False,69.0|276,1056
8|1056|vc|6|2|276,0,8.11142e-08,0,3.60788e-07,0.198621,0,0,0,5.68434e-13,0,3.82361e-13,1.4386e-07,0,0,False,69.0|276,1056
8|1056|vc|7|2|276,0,-1.47393e-07,0,9.01738e-08,0.16957,0,0,0,3.63798e-12,0,5.67546e-13,-6.25926e-06,0,0,False,69.0|276,1056
8|1056|vc|8|2|276,0,2.26234e-07,0,2.96362e-08,-0.0341546,0,0,0,6.82121e-13,0,4.22551e-13,3.39297e-07,0,0,False,69.0|276,1056
8|462|sample|6|292,0,-3.8593e-07,0,3.20977e-07,-2.61699,0,0,0,-1.15961e-11,0,4.14513e-11,-2.64438,0,0,True,55.0|292,462
8|462|sample|5|292,0,-3.50225e-07,0,2.43698e-08,-2.71721,0,0,0,6.9349e-12,0,-3.39195e-11,-2.7037,0,0,True,55.0|292,462
8|462|sample|4|292,0,1.42622e-07,0,1.76059e-08,-2.54425,0,0,0,3.18323e-12,0,-2.75833e-11,-2.56151,0,0,True,55.0|292,462
8|462|sample|3|292,0,4.1273e-07,0,3.85745e-07,-2.58564,0,0,0,-2.6148e-11,0,9.89697e-12,-2.57775,0,0,True,55.0|292,462
8|462|sample|9|292,0,-1.52287e-07,0,-3.85602e-08,1.06649,0,0,0,-2.27374e-13,0,-3.08831e-11,1.08917,0,0,True,32.0|292,462
8|462|sample|10|292,0,1.98665e-07,0,-1.52456e-07,1.10008,0,0,0,6.13909e-12,0,-7.86232e-13,1.11583,0,0,True,32.0|292,462
8|462|sample|7|292,0,-2.42374e-07,0,-4.73961e-07,0.947854,0,0,0,1.02318e-11,0,-1.53291e-11,0.957833,0,0,True,32.0|292,462
8|462|sample|8|292,0,-3.61416e-09,0,1.76419e-07,0.889337,0,0,0,1.02318e-11,0,2.12594e-12,0.931785,0,0,True,32.0|292,462
8|462|sample|11|292,0,-2.79661e-07,0,8.56619e-07,0.856358,0,0,0,7.50333e-12,0,-4.97424e-11,0.867444,0,0,True,22.0|292,462
8|462|sample|12|292,0,2.59493e-07,0,1.41656e-07,0.982398,0,0,0,1.04592e-11,0,-3.25979e-11,0.987863,0,0,True,22.0|292,462
8|462|cc|1|1|292,0,-2.08655e-07,0,9.56166e-10,0.13559,0,0,0,-2.27374e-13,0,4.43201e-13,5.43235e-07,0,0,False,69.0|292,462
8|462|cc|2|1|292,0,7.7977e-08,0,9.85797e-08,0.0419245,0,0,0,4.54747e-13,0,1.0747e-13,2.83969e-07,0,0,False,69.0|292,462
8|462|cc|3|1|292,0,5.51783e-08,0,1.39999e-07,0.072126,0,0,0,4.54747e-13,0,-9.6545e-13,-8.32269e-08,0,0,False,69.0|292,462
8|462|cc|4|1|292,0,2.44634e-07,0,-1.6376e-07,0.116327,0,0,0,-4.54747e-13,0,7.83817e-13,7.44839e-08,0,0,False,69.0|292,462
8|462|cc|5|1|292,0,-5.31281e-08,0,-2.12447e-07,0.0972493,0,0,0,3.41061e-13,0,4.94715e-13,-2.60553e-07,0,0,False,69.0|292,462
8|462|cc|6|1|292,0,3.51771e-08,0,-3.1204e-07,0.15721,0,0,0,-4.54747e-13,0,8.43769e-13,6.79959e-08,0,0,False,69.0|292,462
8|462|cc|7|1|292,0,-2.18041e-08,0,1.70362e-07,-0.0234113,0,0,0,-3.41061e-13,0,4.44089e-13,-2.13652e-07,0,0,False,69.0|292,462
8|462|cc|8|1|292,0,1.09524e-07,0,-1.45478e-07,0.00548454,0,0,0,2.27374e-13,0,2.22045e-13,3.65627e-07,0,0,False,69.0|292,462
8|462|vc|1|2|292,0,-9.95538e-08,0,5.20717e-07,-0.0665866,0,0,0,-1.13687e-13,0,-5.00489e-13,-3.09357e-07,0,0,False,69.0|292,462
8|462|vc|2|2|292,0,1.79641e-08,0,-4.19604e-08,-0.0673907,0,0,0,7.95808e-13,0,1.16351e-13,-2.65041e-07,0,0,False,69.0|292,462
8|462|vc|3|2|292,0,-6.0409e-08,0,-3.77812e-07,-0.181197,0,0,0,-2.27374e-13,0,-5.14255e-13,3.73785e-07,0,0,False,69.0|292,462
8|462|vc|4|2|292,0,7.20047e-08,0,-1.35146e-07,-0.0301967,0,0,0,-1.13687e-13,0,-4.44089e-16,1.61821e-07,0,0,False,69.0|292,462
8|462|vc|5|2|292,0,3.94869e-08,0,3.79982e-07,0.127508,0,0,0,0.0,0,6.44818e-13,2.46304e-07,0,0,False,69.0|292,462
8|462|vc|6|2|292,0,1.46142e-07,0,1.5294e-07,-0.210795,0,0,0,-4.54747e-13,0,1.09157e-12,-7.75131e-08,0,0,False,69.0|292,462
8|462|vc|7|2|292,0,3.32725e-08,0,7.91848e-08,0.0109703,0,0,0,-6.82121e-13,0,-7.37188e-14,3.13383e-07,0,0,False,69.0|292,462
8|462|vc|8|2|292,0,-1.30478e-07,0,2.84332e-07,-0.0406598,0,0,0,0.0,0,-8.29559e-13,-1.13355e-07,0,0,False,69.0|292,462
8|1159|sample|8|292,0,3.20235e-07,0,6.63055e-08,1.15657,0,0,0,2.20552e-11,0,4.20783e-11,1.16508,0,0,True,65.0|292,1159
8|1159|sample|7|292,0,5.92522e-08,0,1.73727e-07,1.08339,0,0,0,1.3415e-11,0,-1.09863e-11,1.09557,0,0,True,65.0|292,1159
8|1159|sample|5|292,0,-5.62565e-07,0,-1.63498e-08,1.06332,0,0,0,-1.95541e-11,0,-9.35962e-12,1.11729,0,0,True,65.0|292,1159
8|1159|sample|6|292,0,1.17394e-07,0,-2.68656e-07,1.08491,0,0,0,5.45697e-12,0,1.83977e-11,1.11486,0,0,True,65.0|292,1159
8|1159|sample|11|292,0,-7.18268e-08,0,-2.46067e-07,1.30625,0,0,0,3.41061e-12,0,-8.31446e-12,1.32887,0,0,True,28.0|292,1159
8|1159|sample|12|292,0,-6.64813e-07,0,4.64225e-07,1.53062,0,0,0,-9.43601e-12,0,4.12492e-11,1.54608,0,0,True,28.0|292,1159
8|1159|sample|9|292,0,2.4141e-07,0,-2.81145e-07,0.835289,0,0,0,-1.72804e-11,0,-9.44578e-13,0.837573,0,0,True,28.0|292,1159
8|1159|sample|10|292,0,-2.4473e-07,0,3.24338e-07,0.883211,0,0,0,4.88853e-12,0,-2.00329e-12,0.89901,0,0,True,28.0|292,1159
8|1159|sample|4|292,0,-1.68868e-07,0,5.46276e-07,0.547253,0,0,0,1.47793e-11,0,7.32703e-12,0.587598,0,0,True,22.0|292,1159
8|1159|sample|3|292,0,-6.58637e-09,0,4.6569e-08,0.638326,0,0,0,-1.45519e-11,0,3.42881e-12,0.660684,0,0,True,22.0|292,1159
8|1159|cc|1|1|292,0,4.06683e-08,0,1.31547e-07,-0.159021,0,0,0,-6.82121e-13,0,-2.85105e-13,-1.60935e-07,0,0,False,69.0|292,1159
8|1159|cc|2|1|292,0,-8.22812e-08,0,2.08173e-07,0.0744679,0,0,0,-1.13687e-13,0,-1.2772e-12,-3.58823e-07,0,0,False,69.0|292,1159
8|1159|cc|3|1|292,0,1.73664e-09,0,-1.20571e-07,-0.177007,0,0,0,2.27374e-13,0,6.61693e-13,8.67597e-08,0,0,False,69.0|292,1159
8|1159|cc|4|1|292,0,-1.14175e-07,0,-2.19949e-08,-0.046747,0,0,0,6.82121e-13,0,5.6577e-13,2.74233e-07,0,0,False,69.0|292,1159
8|1159|cc|5|1|292,0,-1.00479e-07,0,-2.52831e-07,-0.00349228,0,0,0,1.13687e-13,0,-4.50306e-13,-2.05841e-07,0,0,False,69.0|292,1159
8|1159|cc|6|1|292,0,-1.79275e-07,0,3.29944e-09,-0.0877676,0,0,0,5.68434e-13,0,-3.79252e-13,-1.26387e-07,0,0,False,69.0|292,1159
8|1159|cc|7|1|292,0,-1.4815e-07,0,3.0766e-09,0.127992,0,0,0,2.27374e-13,0,1.25233e-13,5.4662e-07,0,0,False,69.0|292,1159
8|1159|cc|8|1|292,0,-1.77365e-07,0,-1.51511e-07,-0.0905868,0,0,0,-5.68434e-13,0,-4.29878e-13,1.54101e-07,0,0,False,69.0|292,1159
8|1159|vc|1|2|292,0,1.46156e-07,0,6.57189e-08,-0.190595,0,0,0,-1.13687e-12,0,-4.52971e-14,-2.26455e-06,0,0,False,69.0|292,1159
8|1159|vc|2|2|292,0,-1.16865e-07,0,1.02602e-07,-0.125878,0,0,0,2.27374e-13,0,1.22391e-12,-2.76668e-07,0,0,False,69.0|292,1159
8|1159|vc|3|2|292,0,-5.64421e-08,0,-3.09006e-07,0.139554,0,0,0,4.54747e-13,0,8.25118e-13,4.92772e-07,0,0,False,69.0|292,1159
8|1159|vc|4|2|292,0,1.47776e-07,0,8.45457e-08,0.0359067,0,0,0,-6.82121e-13,0,2.22045e-14,8.42527e-08,0,0,False,69.0|292,1159
8|1159|vc|5|2|292,0,-3.44435e-10,0,7.58206e-09,-0.064321,0,0,0,-1.13687e-13,0,1.15818e-12,-1.60827e-07,0,0,False,69.0|292,1159
8|1159|vc|6|2|292,0,2.69117e-07,0,1.20007e-07,-0.0373492,0,0,0,-2.27374e-13,0,8.26894e-13,2.42003e-07,0,0,False,69.0|292,1159
8|1159|vc|7|2|292,0,3.01492e-07,0,-1.29513e-07,-0.0821627,0,0,0,-2.27374e-13,0,4.7562e-13,-1.79725e-07,0,0,False,69.0|292,1159
8|1159|vc|8|2|292,0,7.63072e-08,0,-1.37678e-08,0.0614652,0,0,0,2.27374e-13,0,-4.32543e-13,2.16122e-07,0,0,False,69.0|292,1159
8|75|sample|6|65,0,-2.49739e-07,0,-2.85134e-08,0.835558,0,0,0,-2.72848e-12,0,-1.51795e-12,0.966603,0,0,True,55.0|65,75
8|75|sample|5|65,0,2.07042e-07,0,-5.31099e-08,0.820724,0,0,0,-4.77485e-12,0,2.25703e-12,0.931753,0,0,True,55.0|65,75
8|75|sample|3|65,0,-5.64476e-08,0,2.56282e-07,0.698407,0,0,0,-6.36646e-12,0,-5.30015e-12,0.755052,0,0,True,55.0|65,75
8|75|sample|4|65,0,-3.4285e-07,0,-7.97146e-08,0.646517,0,0,0,5.00222e-12,0,-1.42186e-12,0.652747,0,0,True,55.0|65,75
8|75|sample|9|65,0,3.42054e-07,0,2.33524e-07,-1.12704,0,0,0,-1.25056e-12,0,-2.27769e-11,-1.07537,0,0,True,32.0|65,75
8|75|sample|10|65,0,-1.97352e-07,0,7.95701e-08,-1.11399,0,0,0,5.91172e-12,0,-8.11351e-12,-1.07619,0,0,True,32.0|65,75
8|75|sample|7|65,0,6.36611e-09,0,-9.27356e-08,-0.75977,0,0,0,-4.54747e-13,0,-9.75886e-13,-0.745181,0,0,True,32.0|65,75
8|75|sample|8|65,0,2.27198e-07,0,9.00246e-08,-0.761236,0,0,0,3.06954e-12,0,1.15983e-11,-0.720221,0,0,True,32.0|65,75
8|75|sample|12|65,0,-1.11986e-07,0,4.27003e-07,0.312699,0,0,0,-1.81899e-12,0,-8.75777e-12,0.30084,0,0,True,22.0|65,75
8|75|sample|11|65,0,4.0328e-08,0,1.83569e-07,-0.31687,0,0,0,2.95586e-12,0,2.76112e-12,-0.254618,0,0,True,22.0|65,75
8|75|cc|1|1|65,0,-7.69494e-08,0,2.05324e-07,-0.0315201,0,0,0,2.27374e-13,0,-7.53619e-13,-2.46173e-07,0,0,False,69.0|65,75
8|75|cc|2|1|65,0,2.81384e-08,0,-6.80698e-08,0.118708,0,0,0,-2.27374e-13,0,-1.15463e-12,-3.22119e-08,0,0,False,69.0|65,75
8|75|cc|3|1|65,0,-2.67732e-08,0,2.89425e-07,-0.0521437,0,0,0,-1.02318e-12,0,2.2693e-13,-6.68011e-08,0,0,False,69.0|65,75
8|75|cc|4|1|65,0,-1.59511e-07,0,-4.88893e-08,-0.117604,0,0,0,-1.13687e-13,0,-3.37508e-13,1.34778e-07,0,0,False,69.0|65,75
8|75|cc|5|1|65,0,-1.50022e-07,0,-1.59718e-07,-0.137254,0,0,0,-4.54747e-13,0,9.01057e-13,-1.35164e-07,0,0,False,69.0|65,75
8|75|cc|6|1|65,0,-1.6458e-07,0,-2.3366e-07,-0.0712676,0,0,0,-4.54747e-13,0,-7.72715e-13,-2.91076e-07,0,0,False,69.0|65,75
8|75|cc|7|1|65,0,-1.38611e-07,0,3.73731e-07,0.00191289,0,0,0,2.27374e-13,0,-4.93827e-13,-3.06943e-07,0,0,False,69.0|65,75
8|75|cc|8|1|65,0,1.70751e-07,0,-3.06068e-07,-0.0360145,0,0,0,0.0,0,-7.96252e-13,3.61569e-07,0,0,False,69.0|65,75
8|75|vc|1|2|65,0,-1.49782e-07,0,-9.80833e-09,-0.211727,0,0,0,4.54747e-13,0,5.92859e-14,-1.95022e-07,0,0,False,69.0|65,75
8|75|vc|2|2|65,0,1.83528e-07,0,3.49655e-07,0.0106342,0,0,0,2.27374e-13,0,-2.12275e-13,-7.88844e-08,0,0,False,69.0|65,75
8|75|vc|3|2|65,0,-7.22681e-09,0,-3.13508e-07,-0.0411844,0,0,0,0.0,0,-1.07869e-12,1.27839e-07,0,0,False,69.0|65,75
8|75|vc|4|2|65,0,-1.58933e-07,0,-4.63775e-07,0.037649,0,0,0,2.27374e-13,0,-6.27942e-13,7.88536e-08,0,0,False,69.0|65,75
8|75|vc|5|2|65,0,4.47315e-08,0,-1.43873e-07,-0.0805142,0,0,0,4.54747e-13,0,1.98286e-13,-1.4897e-07,0,0,False,69.0|65,75
8|75|vc|6|2|65,0,2.92677e-08,0,9.53185e-08,0.00116936,0,0,0,5.68434e-13,0,5.11813e-13,1.31325e-07,0,0,False,69.0|65,75
8|75|vc|7|2|65,0,-5.25159e-08,0,6.48116e-08,-0.0848649,0,0,0,0.0,0,-3.4972e-13,3.81784e-07,0,0,False,69.0|65,75
8|75|vc|8|2|65,0,9.53402e-08,0,-3.5085e-07,0.193006,0,0,0,9.09495e-13,0,3.33511e-13,-2.42526e-07,0,0,False,69.0|65,75
8|1017|sample|7|65,0,-1.80965e-07,0,-5.12826e-08,1.34442,0,0,0,-7.95808e-12,0,1.12161e-11,1.40663,0,0,True,65.0|65,1017
8|1017|sample|8|65,0,2.86929e-07,0,-1.88139e-07,1.29486,0,0,0,1.13687e-12,0,6.66311e-12,1.29991,0,0,True,65.0|65,1017
8|1017|sample|5|65,0,-9.34312e-08,0,3.22527e-08,1.04366,0,0,0,-6.82121e-13,0,6.95377e-12,1.12813,0,0,True,65.0|65,1017
8|1017|sample|6|65,0,-1.24121e-07,0,1.78455e-07,1.12305,0,0,0,-1.15961e-11,0,-2.21267e-12,1.18072,0,0,True,65.0|65,1017
8|1017|sample|12|65,0,2.78158e-07,0,-1.39216e-07,-0.553448,0,0,0,1.81899e-12,0,1.29807e-12,-0.528269,0,0,True,28.0|65,1017
8|1017|sample|11|65,0,-2.00836e-07,0,4.51504e-07,-0.811791,0,0,0,5.91172e-12,0,-8.03091e-12,-0.7725,0,0,True,28.0|65,1017
8|1017|sample|10|65,0,-1.34309e-07,0,1.05844e-07,-0.844338,0,0,0,-1.17097e-11,0,-3.0882e-12,-0.876821,0,0,True,28.0|65,1017
8|1017|sample|9|65,0,1.23792e-07,0,3.13356e-08,-0.960599,0,0,0,-6.82121e-12,0,-1.27902e-11,-0.940572,0,0,True,28.0|65,1017
8|1017|sample|4|65,0,-2.73359e-07,0,-5.40376e-07,-0.130344,0,0,0,9.54969e-12,0,3.18434e-12,-0.113844,0,0,True,22.0|65,1017
8|1017|sample|3|65,0,1.78851e-07,0,-6.55549e-08,0.118229,0,0,0,-5.91172e-12,0,-9.16933e-13,0.132077,0,0,True,22.0|65,1017
8|1017|cc|1|1|65,0,-6.53664e-08,0,-5.42122e-08,0.23173,0,0,0,-4.54747e-13,0,-3.76588e-13,-3.6436e-07,0,0,False,69.0|65,1017
8|1017|cc|2|1|65,0,9.95405e-08,0,-3.74567e-08,-0.0353825,0,0,0,5.68434e-13,0,-2.96208e-13,-1.204e-07,0,0,False,69.0|65,1017
8|1017|cc|3|1|65,0,-1.06537e-07,0,2.10676e-07,0.163262,0,0,0,0.0,0,4.60965e-13,2.22024e-07,0,0,False,69.0|65,1017
8|1017|cc|4|1|65,0,4.2779e-08,0,-5.24096e-08,-0.0260919,0,0,0,-9.09495e-13,0,6.8856e-13,-4.76101e-08,0,0,False,69.0|65,1017
8|1017|cc|5|1|65,0,1.40677e-07,0,-2.38314e-07,0.0927261,0,0,0,-2.27374e-13,0,-3.05533e-13,4.37187e-08,0,0,False,69.0|65,1017
